Ref_Date,GEO,Geographical classification,DON,Vector,Coordinate,Value
2012,"Okotoks, Alberta",48820,"Percentage of persons with total income $100,000 and over",v61488614,138.27,17
2011,"Okotoks, Alberta",48820,"Median total income, males (dollars)",v61488615,138.28,60690
2012,"Okotoks, Alberta",48820,"Median total income, males (dollars)",v61488615,138.28,63300
2011,"Okotoks, Alberta",48820,"Median total income, females (dollars)",v61488616,138.29,28370
2012,"Okotoks, Alberta",48820,"Median total income, females (dollars)",v61488616,138.29,30000
2011,"Okotoks, Alberta",48820,"Median total income, both sexes (dollars)",v61488617,138.3,41160
2012,"Okotoks, Alberta",48820,"Median total income, both sexes (dollars)",v61488617,138.3,43310
2011,"Okotoks, Alberta",48820,Canadian index of median total income,v61488618,138.31,136.4
2012,"Okotoks, Alberta",48820,Canadian index of median total income,v61488618,138.31,138.3
2011,"Okotoks, Alberta",48820,Provincial index of median total income,v61488619,138.32,110.2
2012,"Okotoks, Alberta",48820,Provincial index of median total income,v61488619,138.32,110.5
2011,"Okotoks, Alberta",48820,Number of persons reporting employment income and/or Employment Insurance,v61488620,138.34,17390
2012,"Okotoks, Alberta",48820,Number of persons reporting employment income and/or Employment Insurance,v61488620,138.34,18040
2011,"Okotoks, Alberta",48820,Percentage of females reporting employment income and/or Employment Insurance,v61488621,138.35,48
2012,"Okotoks, Alberta",48820,Percentage of females reporting employment income and/or Employment Insurance,v61488621,138.35,48
2011,"Okotoks, Alberta",48820,Percentage of persons with labour income receiving Employment Insurance,v61488622,138.36,8
2012,"Okotoks, Alberta",48820,Percentage of persons with labour income receiving Employment Insurance,v61488622,138.36,7
2011,"Okotoks, Alberta",48820,"Median employment income, males (dollars)",v61488623,138.37,59630
2012,"Okotoks, Alberta",48820,"Median employment income, males (dollars)",v61488623,138.37,61850
2011,"Okotoks, Alberta",48820,"Median employment income, females (dollars)",v61488624,138.38,26480
2012,"Okotoks, Alberta",48820,"Median employment income, females (dollars)",v61488624,138.38,28220
2011,"Okotoks, Alberta",48820,"Median employment income, both sexes (dollars)",v61488625,138.39,40190
2012,"Okotoks, Alberta",48820,"Median employment income, both sexes (dollars)",v61488625,138.39,41580
2011,"Okotoks, Alberta",48820,Number of persons reporting Canada Child Tax Benefits,v61488626,138.4,3560
2012,"Okotoks, Alberta",48820,Number of persons reporting Canada Child Tax Benefits,v61488626,138.4,3630
2011,"Okotoks, Alberta",48820,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61488627,138.41,10205
2012,"Okotoks, Alberta",48820,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61488627,138.41,10415
2012,"High River, Alberta",48821,Number of taxfilers,v87000040,180.1,11090
2012,"High River, Alberta",48821,Percentage of taxfilers aged 0 to 24 years,v87000041,180.3,10
2012,"High River, Alberta",48821,Percentage of taxfilers aged 25 to 44 years,v87000042,180.4,32
2012,"High River, Alberta",48821,Percentage of taxfilers aged 45 to 64 years,v87000043,180.5,33
2012,"High River, Alberta",48821,Percentage of taxfilers aged 65 years and over,v87000044,180.6,25
2012,"High River, Alberta",48821,Average age of taxfilers (years),v87000045,180.7,50
2012,"High River, Alberta",48821,"Percentage of taxfilers, female",v87000046,180.8,51
2012,"High River, Alberta",48821,"Percentage of taxfilers, married",v87000047,180.9,60
2012,"High River, Alberta",48821,Percentage of taxfilers in apartments,v87000048,180.1,2
2012,"High River, Alberta",48821,Number of persons,v87000049,180.11,14410
2012,"High River, Alberta",48821,Percentage of persons aged 0 to 24 years,v87000050,180.13,29
2012,"High River, Alberta",48821,Percentage of persons aged 25 to 44 years,v87000051,180.14,26
2012,"High River, Alberta",48821,Percentage of persons aged 45 to 64 years,v87000052,180.15,26
2012,"High River, Alberta",48821,Percentage of persons aged 65 years and over,v87000053,180.16,19
2012,"High River, Alberta",48821,Average age of persons (years),v87000054,180.17,41
2012,"High River, Alberta",48821,"Percentage of persons, female",v87000055,180.18,51
2012,"High River, Alberta",48821,"Percentage of persons, married",v87000056,180.19,48
2012,"High River, Alberta",48821,Percentage of persons in apartments,v87000057,180.2,2
2012,"High River, Alberta",48821,Number of persons with total income,v87000058,180.21,11020
2012,"High River, Alberta",48821,"Percentage of persons with total income $15,000 and over",v87000059,180.22,81
2012,"High River, Alberta",48821,"Percentage of persons with total income $25,000 and over",v87000060,180.23,65
2012,"High River, Alberta",48821,"Percentage of persons with total income $35,000 and over",v87000061,180.24,52
2012,"High River, Alberta",48821,"Percentage of persons with total income $50,000 and over",v87000062,180.25,34
2012,"High River, Alberta",48821,"Percentage of persons with total income $75,000 and over",v87000063,180.26,18
2012,"High River, Alberta",48821,"Percentage of persons with total income $100,000 and over",v87000064,180.27,9
2012,"High River, Alberta",48821,"Median total income, males (dollars)",v87000065,180.28,47620
2012,"High River, Alberta",48821,"Median total income, females (dollars)",v87000066,180.29,27210
2012,"High River, Alberta",48821,"Median total income, both sexes (dollars)",v87000067,180.3,36690
2012,"High River, Alberta",48821,Canadian index of median total income,v87000068,180.31,117.1
2012,"High River, Alberta",48821,Provincial index of median total income,v87000069,180.32,93.6
2012,"High River, Alberta",48821,Number of persons reporting employment income and/or Employment Insurance,v87000070,180.34,8230
2012,"High River, Alberta",48821,Percentage of females reporting employment income and/or Employment Insurance,v87000071,180.35,47
2012,"High River, Alberta",48821,Percentage of persons with labour income receiving Employment Insurance,v87000072,180.36,7
2012,"High River, Alberta",48821,"Median employment income, males (dollars)",v87000073,180.37,44050
2012,"High River, Alberta",48821,"Median employment income, females (dollars)",v87000074,180.38,25960
2012,"High River, Alberta",48821,"Median employment income, both sexes (dollars)",v87000075,180.39,35020
2012,"High River, Alberta",48821,Number of persons reporting Canada Child Tax Benefits,v87000076,180.4,1480
2012,"High River, Alberta",48821,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v87000077,180.41,4960
2011,"Calgary, Alberta",48825,Number of taxfilers,v16943976,33.1,918370
2012,"Calgary, Alberta",48825,Number of taxfilers,v16943976,33.1,959520
2011,"Calgary, Alberta",48825,Percentage of taxfilers aged 0 to 24 years,v16943978,33.3,12
2012,"Calgary, Alberta",48825,Percentage of taxfilers aged 0 to 24 years,v16943978,33.3,12
2011,"Calgary, Alberta",48825,Percentage of taxfilers aged 25 to 44 years,v16943979,33.4,41
2012,"Calgary, Alberta",48825,Percentage of taxfilers aged 25 to 44 years,v16943979,33.4,42
2011,"Calgary, Alberta",48825,Percentage of taxfilers aged 45 to 64 years,v16943980,33.5,33
2012,"Calgary, Alberta",48825,Percentage of taxfilers aged 45 to 64 years,v16943980,33.5,33
2011,"Calgary, Alberta",48825,Percentage of taxfilers aged 65 years and over,v16943981,33.6,13
2012,"Calgary, Alberta",48825,Percentage of taxfilers aged 65 years and over,v16943981,33.6,13
2011,"Calgary, Alberta",48825,Average age of taxfilers (years),v16943982,33.7,44
2012,"Calgary, Alberta",48825,Average age of taxfilers (years),v16943982,33.7,44
2011,"Calgary, Alberta",48825,"Percentage of taxfilers, female",v16943983,33.8,51
2012,"Calgary, Alberta",48825,"Percentage of taxfilers, female",v16943983,33.8,51
2011,"Calgary, Alberta",48825,"Percentage of taxfilers, married",v16943984,33.9,54
2012,"Calgary, Alberta",48825,"Percentage of taxfilers, married",v16943984,33.9,54
2011,"Calgary, Alberta",48825,Percentage of taxfilers in apartments,v16943985,33.1,9
2012,"Calgary, Alberta",48825,Percentage of taxfilers in apartments,v16943985,33.1,9
2011,"Calgary, Alberta",48825,Number of persons,v16943986,33.11,1207080
2012,"Calgary, Alberta",48825,Number of persons,v16943986,33.11,1260180
2011,"Calgary, Alberta",48825,Percentage of persons aged 0 to 24 years,v16943988,33.13,32
2012,"Calgary, Alberta",48825,Percentage of persons aged 0 to 24 years,v16943988,33.13,32
2011,"Calgary, Alberta",48825,Percentage of persons aged 25 to 44 years,v16943989,33.14,32
2012,"Calgary, Alberta",48825,Percentage of persons aged 25 to 44 years,v16943989,33.14,33
2011,"Calgary, Alberta",48825,Percentage of persons aged 45 to 64 years,v16943990,33.15,26
2012,"Calgary, Alberta",48825,Percentage of persons aged 45 to 64 years,v16943990,33.15,26
2011,"Calgary, Alberta",48825,Percentage of persons aged 65 years and over,v16943991,33.16,10
2012,"Calgary, Alberta",48825,Percentage of persons aged 65 years and over,v16943991,33.16,10
2011,"Calgary, Alberta",48825,Average age of persons (years),v16943992,33.17,36
2012,"Calgary, Alberta",48825,Average age of persons (years),v16943992,33.17,36
2011,"Calgary, Alberta",48825,"Percentage of persons, female",v16943993,33.18,51
2012,"Calgary, Alberta",48825,"Percentage of persons, female",v16943993,33.18,51
2011,"Calgary, Alberta",48825,"Percentage of persons, married",v16943994,33.19,43
2012,"Calgary, Alberta",48825,"Percentage of persons, married",v16943994,33.19,42
2011,"Calgary, Alberta",48825,Percentage of persons in apartments,v16943995,33.2,8
2012,"Calgary, Alberta",48825,Percentage of persons in apartments,v16943995,33.2,8
2011,"Calgary, Alberta",48825,Number of persons with total income,v16943996,33.21,903510
2012,"Calgary, Alberta",48825,Number of persons with total income,v16943996,33.21,944030
2011,"Calgary, Alberta",48825,"Percentage of persons with total income $15,000 and over",v16943997,33.22,79
2012,"Calgary, Alberta",48825,"Percentage of persons with total income $15,000 and over",v16943997,33.22,80
2011,"Calgary, Alberta",48825,"Percentage of persons with total income $25,000 and over",v16943998,33.23,65
2012,"Calgary, Alberta",48825,"Percentage of persons with total income $25,000 and over",v16943998,33.23,66
2011,"Calgary, Alberta",48825,"Percentage of persons with total income $35,000 and over",v16943999,33.24,54
2012,"Calgary, Alberta",48825,"Percentage of persons with total income $35,000 and over",v16943999,33.24,56
2011,"Calgary, Alberta",48825,"Percentage of persons with total income $50,000 and over",v16944000,33.25,39
2012,"Calgary, Alberta",48825,"Percentage of persons with total income $50,000 and over",v16944000,33.25,41
2011,"Calgary, Alberta",48825,"Percentage of persons with total income $75,000 and over",v16944001,33.26,23
2012,"Calgary, Alberta",48825,"Percentage of persons with total income $75,000 and over",v16944001,33.26,24
2011,"Calgary, Alberta",48825,"Percentage of persons with total income $100,000 and over",v16944002,33.27,13
2012,"Calgary, Alberta",48825,"Percentage of persons with total income $100,000 and over",v16944002,33.27,15
2011,"Calgary, Alberta",48825,"Median total income, males (dollars)",v16944003,33.28,49110
2012,"Calgary, Alberta",48825,"Median total income, males (dollars)",v16944003,33.28,50970
2011,"Calgary, Alberta",48825,"Median total income, females (dollars)",v16944004,33.29,30760
2012,"Calgary, Alberta",48825,"Median total income, females (dollars)",v16944004,33.29,32090
2011,"Calgary, Alberta",48825,"Median total income, both sexes (dollars)",v16944005,33.3,38860
2012,"Calgary, Alberta",48825,"Median total income, both sexes (dollars)",v16944005,33.3,40480
2011,"Calgary, Alberta",48825,Canadian index of median total income,v16944006,33.31,128.8
2012,"Calgary, Alberta",48825,Canadian index of median total income,v16944006,33.31,129.2
2011,"Calgary, Alberta",48825,Provincial index of median total income,v16944007,33.32,104
2012,"Calgary, Alberta",48825,Provincial index of median total income,v16944007,33.32,103.3
2011,"Calgary, Alberta",48825,Number of persons reporting employment income and/or Employment Insurance,v16944009,33.34,737080
2012,"Calgary, Alberta",48825,Number of persons reporting employment income and/or Employment Insurance,v16944009,33.34,764640
2011,"Calgary, Alberta",48825,Percentage of females reporting employment income and/or Employment Insurance,v16944010,33.35,48
2012,"Calgary, Alberta",48825,Percentage of females reporting employment income and/or Employment Insurance,v16944010,33.35,48
2011,"Calgary, Alberta",48825,Percentage of persons with labour income receiving Employment Insurance,v16944011,33.36,9
2012,"Calgary, Alberta",48825,Percentage of persons with labour income receiving Employment Insurance,v16944011,33.36,8
2011,"Calgary, Alberta",48825,"Median employment income, males (dollars)",v16944012,33.37,49240
2012,"Calgary, Alberta",48825,"Median employment income, males (dollars)",v16944012,33.37,51540
2011,"Calgary, Alberta",48825,"Median employment income, females (dollars)",v16944013,33.38,32170
2012,"Calgary, Alberta",48825,"Median employment income, females (dollars)",v16944013,33.38,33710
2011,"Calgary, Alberta",48825,"Median employment income, both sexes (dollars)",v16944014,33.39,40000
2012,"Calgary, Alberta",48825,"Median employment income, both sexes (dollars)",v16944014,33.39,41970
2011,"Calgary, Alberta",48825,Number of persons reporting Canada Child Tax Benefits,v16944015,33.4,133310
2012,"Calgary, Alberta",48825,Number of persons reporting Canada Child Tax Benefits,v16944015,33.4,137290
2011,"Calgary, Alberta",48825,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v16944016,33.41,401095
2012,"Calgary, Alberta",48825,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v16944016,33.41,422370
2012,"Strathmore, Alberta",48826,Number of taxfilers,v87000078,181.1,11350
2012,"Strathmore, Alberta",48826,Percentage of taxfilers aged 0 to 24 years,v87000079,181.3,13
2012,"Strathmore, Alberta",48826,Percentage of taxfilers aged 25 to 44 years,v87000080,181.4,37
2012,"Strathmore, Alberta",48826,Percentage of taxfilers aged 45 to 64 years,v87000081,181.5,33
2012,"Strathmore, Alberta",48826,Percentage of taxfilers aged 65 years and over,v87000082,181.6,17
2012,"Strathmore, Alberta",48826,Average age of taxfilers (years),v87000083,181.7,46
2012,"Strathmore, Alberta",48826,"Percentage of taxfilers, female",v87000084,181.8,52
2012,"Strathmore, Alberta",48826,"Percentage of taxfilers, married",v87000085,181.9,57
2012,"Strathmore, Alberta",48826,Percentage of taxfilers in apartments,v87000086,181.1,2
2012,"Strathmore, Alberta",48826,Number of persons,v87000087,181.11,15390
2012,"Strathmore, Alberta",48826,Percentage of persons aged 0 to 24 years,v87000088,181.13,35
2012,"Strathmore, Alberta",48826,Percentage of persons aged 25 to 44 years,v87000089,181.14,28
2012,"Strathmore, Alberta",48826,Percentage of persons aged 45 to 64 years,v87000090,181.15,25
2012,"Strathmore, Alberta",48826,Percentage of persons aged 65 years and over,v87000091,181.16,13
